@relation pandasdata
@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute SA{1,0}
@attribute class{0,1}
@data
3.16290,-2.93424,6.22052,5.87608,0,0
1.95044,4.52546,11.76667,5.71181,0,1
1.53505,-1.35482,8.02197,0.81968,0,1
4.82224,2.84623,6.01726,0.95589,0,1
0.10703,-1.66112,8.99020,4.71645,1,0
2.80110,2.23045,14.90158,0.93714,1,1
3.72655,0.91782,12.05377,4.70134,0,0
3.42726,-0.46399,8.80240,4.41510,1,1
2.68866,0.34529,10.14068,8.40132,1,1
2.00183,0.37355,10.93327,4.81442,0,0
-1.74823,2.53432,10.79626,3.54768,1,0
-0.68315,3.05714,15.85790,5.55840,0,0
-3.92131,4.52438,10.92836,7.24489,1,0
4.68517,4.03433,7.53357,5.51246,0,1
5.08880,-1.57221,9.41827,8.81886,0,0
2.54657,3.36745,10.37168,6.71248,0,1
-1.14573,-0.69380,8.72671,3.26737,0,0
6.86116,3.93912,8.87890,4.33005,0,1
4.04745,1.39248,11.54228,5.38751,0,1
0.43871,0.94059,12.36966,5.33090,1,0
2.58186,-1.81437,5.73772,1.70866,0,0
1.61217,2.57116,10.35249,7.18953,0,1
3.54863,-1.94932,5.11731,6.62549,0,0
-0.66100,2.96061,11.99173,8.95185,1,0
-2.98309,6.72956,7.03558,7.34847,1,0
-3.57465,1.13076,8.05111,1.58924,1,0
-1.28879,1.84539,9.33138,4.47322,0,0
-0.89997,5.60129,12.77525,7.03906,0,1
1.68229,5.01721,10.18236,5.57237,0,1
0.51099,5.41018,10.99917,4.87513,1,0
-6.05055,5.62988,7.88547,4.42208,0,0
1.10798,-0.95558,5.29315,3.82988,0,0
1.81451,3.51959,7.02464,1.88182,0,0
2.47644,3.43639,9.77561,2.47486,0,1
-0.21700,1.08871,11.81624,8.51820,1,0
-0.87700,2.34888,11.17111,8.04315,0,1
0.36773,-0.43512,8.62294,1.21315,0,0
3.82421,-1.64753,10.89574,0.77482,1,1
1.63401,1.57042,10.10859,5.62876,0,0
1.34273,-2.80868,7.50357,4.40249,0,0
1.64459,1.79192,13.23489,2.79915,0,1
-1.06618,-4.70636,6.43580,1.23354,0,0
2.30813,-0.19665,10.00444,4.41871,0,0
-1.33472,3.11138,9.42812,6.63308,1,0
2.21602,3.29723,11.86593,5.01241,0,1
1.92458,1.92516,11.50124,4.93464,0,1
8.12180,2.62519,16.61462,4.62944,0,1
-1.06214,-1.97955,9.49216,7.76765,0,0
1.61900,1.73548,13.63475,1.69573,0,0
-0.00116,-2.99484,8.03970,8.21165,0,1
2.22898,1.88921,9.86971,8.54351,0,0
-0.96842,2.07376,7.53374,0.98875,0,0
-0.83998,3.27336,6.47847,4.46992,0,0
0.85145,1.53060,11.68512,7.59315,0,1
0.21855,4.34917,6.36587,3.31734,1,1
0.35339,2.76743,7.19475,3.94947,1,0
-0.42179,5.69490,9.82915,3.97781,1,0
-0.62227,0.19231,10.02279,3.62931,0,0
0.42580,-1.19365,12.83752,10.78053,0,0
4.50525,-1.02448,8.95224,3.54009,1,1
-1.87822,1.46965,12.09540,5.32879,1,0
3.27264,0.62352,10.06416,5.51395,0,0
0.06542,4.52630,9.94791,10.31404,0,0
2.92592,2.92658,10.97305,3.92537,1,0
-1.40527,0.28428,10.19589,3.86650,0,1
-1.06052,-0.48641,6.08468,3.01060,0,1
0.74739,-5.22283,11.87970,2.08496,1,0
4.50267,3.78254,9.61123,4.15604,0,1
3.29677,2.16138,15.86382,5.06981,0,1
0.13419,2.76327,9.58961,7.65216,0,1
0.48075,2.55527,12.91080,4.00203,0,1
-1.98728,0.91466,7.36833,5.62226,1,0
1.08008,-1.08300,12.00169,3.55429,1,0
4.45238,1.86684,10.82250,6.23960,0,0
-0.81631,5.36894,11.56640,5.65955,1,1
5.00614,1.74524,11.08550,4.83383,0,0
0.20863,2.11191,11.68600,2.96554,0,0
1.97260,-0.15413,11.07651,6.53284,1,1
2.96386,4.39583,5.40583,3.56059,1,1
-1.74295,6.24622,9.18454,8.30943,0,1
4.64514,1.07073,8.17745,4.30304,0,1
-5.09935,3.67880,5.26599,0.95503,0,1
-2.08935,1.96806,12.63873,5.62476,0,1
7.00347,-0.68252,10.60593,3.66085,1,0
5.59027,1.53514,11.42546,7.96291,1,0
1.76713,-3.42769,7.28484,5.27386,1,1
4.27346,-2.96223,9.41062,11.73722,0,0
0.39021,3.01455,13.06308,6.13510,0,0
4.79051,3.63396,10.21285,0.06181,0,1
2.11806,3.19677,6.46079,3.76806,0,1
-2.70584,1.57447,8.65003,3.88232,1,0
0.40865,2.10231,7.42494,6.12535,0,0
-1.35185,-2.80441,9.90310,1.50368,0,0
-3.35776,3.05158,14.44672,5.97199,1,1
2.98319,1.88725,12.05989,4.08569,0,1
-2.10451,-0.56983,8.23182,5.69888,1,1
-1.32678,1.15424,14.66716,4.98289,1,0
3.75718,2.26115,7.40624,2.09198,0,1
-0.63187,3.05012,8.27793,0.61055,0,1
1.73212,-1.17593,9.86032,0.97418,0,0
-3.91074,1.63037,13.24799,1.70978,1,0
-1.34841,-0.38978,15.87298,1.00186,0,0
-0.18831,1.81201,8.90509,5.91376,0,1
2.95347,0.73835,10.17956,6.46878,0,0
2.76255,0.36157,9.18185,2.59746,1,0
3.87510,5.84361,9.61380,5.16291,0,1
0.19565,0.54902,12.83105,8.47953,0,0
0.22207,0.26348,13.48027,5.00112,0,0
1.39211,-0.11177,10.91886,4.86354,1,0
-0.46782,-1.89635,6.65001,2.26687,1,0
0.19082,-1.87794,10.01943,6.99447,1,1
4.56937,0.06563,12.68777,3.14850,0,1
2.51223,-0.30340,6.57419,4.36523,0,0
1.76171,1.69507,10.59202,6.12725,1,1
0.59545,1.38481,8.68036,2.72997,0,1
4.14918,6.65853,12.02271,5.12594,0,1
-0.35847,4.14072,7.43255,3.98725,1,1
3.69397,1.31911,10.97840,2.26825,1,0
1.73760,1.80107,9.45310,6.55282,1,0
-0.03400,-1.26819,6.78570,5.02169,0,0
1.09229,-0.38746,6.58321,7.21920,0,0
1.82985,3.60571,8.77830,3.79680,1,1
9.89800,5.43079,10.80764,5.72990,1,1
2.22153,4.08759,14.96107,5.21096,0,1
4.41788,-4.69845,8.29858,3.81018,1,0
-0.25594,5.91742,12.76567,5.61933,1,0
-0.43787,-2.43185,14.83885,1.37417,0,0
1.02770,1.80509,13.43356,5.12364,1,0
7.28290,-4.50495,9.00513,4.23232,0,1
3.44027,0.12618,11.07512,3.12082,0,0
1.75393,-0.59247,12.32948,4.63554,0,0
2.66290,-5.53979,6.66964,6.26397,1,0
1.22830,-2.24479,13.64260,4.67460,0,0
-1.21266,3.13361,11.99347,4.43551,0,0
2.76602,1.64572,10.13925,3.26041,1,1
0.43225,-0.25220,9.54353,4.12938,1,0
5.09098,2.36373,12.08385,3.16540,1,1
-0.06967,4.40278,7.31491,6.01941,1,1
2.69798,1.03838,10.65366,9.25821,1,0
1.92514,-0.25824,13.15336,8.60836,1,1
1.24608,1.66887,7.29880,7.03761,0,0
0.29192,1.95698,13.58995,3.37352,0,0
-4.88811,4.52164,9.04315,6.32214,0,1
0.27551,1.51917,2.15147,-0.58198,1,1
3.41288,4.96590,8.07785,9.98589,1,1
-3.77974,2.46613,9.09556,2.78165,1,0
-2.06083,1.40464,10.95272,9.43512,0,1
2.36595,-0.14895,5.85688,6.19483,0,0
-0.58238,0.15315,6.92945,7.91475,0,0
0.89843,5.12689,8.98582,7.75882,0,1
-2.74845,5.24388,8.65182,5.88947,0,0
0.39886,-0.69640,15.79906,5.15886,0,0
0.61124,2.48187,8.35203,10.73238,1,1
1.99568,-0.84440,8.16189,7.20269,1,1
3.21873,0.56972,9.32379,5.60972,1,0
-1.22154,3.06503,4.22238,1.35578,0,0
3.09447,-0.65432,1.54080,1.27925,1,1
4.49346,-4.96738,11.50731,7.08877,1,0
4.41395,-3.69750,8.28488,6.49892,1,0
2.17967,-0.85274,10.56521,11.04957,0,0
0.89170,-0.38538,10.46282,4.89801,0,0
-4.21895,4.66911,7.88687,1.74329,1,0
2.31032,5.29536,6.77896,7.47834,1,1
-0.22385,2.28819,9.01092,3.10676,0,0
0.99210,3.42880,10.74190,3.40705,1,0
5.24117,0.00168,11.74605,8.83084,0,1
1.78977,1.36897,7.56817,11.13015,1,0
-2.12293,7.16471,11.30129,7.48242,0,0
2.52583,-0.20492,10.85698,2.53940,0,0
3.19122,7.93444,9.91679,7.03311,0,1
2.97622,1.22962,11.26676,8.04266,1,1
-2.27563,1.17049,15.49720,3.03658,1,0
3.55425,-2.09622,11.00419,0.75880,1,0
-0.19503,-1.12352,9.98244,6.19110,1,0
5.60535,2.41385,10.54491,0.22759,0,1
6.07414,0.76244,10.68692,10.95366,1,1
4.41656,-0.35654,7.55185,-0.82956,1,1
4.57131,-1.63943,6.73727,3.75925,1,0
3.44006,-2.45460,9.26752,1.56777,1,1
0.78029,7.65592,10.98089,2.39172,0,1
1.54156,1.04101,11.43504,2.74842,1,0
-3.59174,4.83463,5.84819,7.87117,1,0
2.28620,0.32078,9.24341,3.78867,1,1
1.31040,3.38008,4.79733,3.67295,1,0
0.65850,0.31893,12.43570,8.22091,1,0
0.76149,3.00676,7.42419,5.60209,1,0
0.87205,2.84843,9.46499,3.85968,0,1
2.97718,5.68212,11.86020,6.90998,0,1
0.02425,-0.69746,11.70355,6.41906,1,0
2.48158,-0.11825,6.29742,6.72379,0,0
0.75455,1.36088,11.20282,3.53972,0,0
2.84222,2.94120,10.15817,8.38348,1,1
0.19080,4.11991,11.70552,-0.12042,0,1
0.88810,2.77339,5.31946,1.69678,0,0
2.04200,2.18316,7.15441,7.21747,0,0
-0.16769,-0.10091,9.16128,1.96075,0,0
3.27933,1.97211,9.98633,5.47195,0,1
-1.62768,1.31420,11.22071,5.02772,1,0
6.13777,3.51914,5.07477,4.16681,0,1
0.49637,3.32641,13.89525,3.46634,0,0
-2.06970,1.54993,12.42372,8.37010,0,0
-0.44782,3.63779,8.46307,4.30845,0,1
-7.51275,6.99026,7.83178,7.15669,1,0
-0.36298,-6.11797,10.17890,2.33097,0,0
-0.49657,-1.17287,13.16377,1.14978,1,0
-2.31848,-0.12261,12.00006,4.19611,1,1
2.57272,9.37429,12.22240,1.08124,0,1
-1.27281,-1.87415,8.17315,7.49449,0,0
2.10669,-1.28960,11.58813,0.97595,0,0
1.94483,3.66281,9.69671,3.99100,0,1
-2.01893,5.64400,6.61250,4.46549,1,0
-1.55505,1.71083,8.41293,1.48755,0,1
-0.82650,-0.09688,6.80929,7.71866,0,0
-1.25066,1.98578,10.57227,1.71681,1,0
2.66642,5.95853,7.47780,5.09181,0,1
3.32722,-0.88319,11.67055,4.15445,0,1
4.17523,6.35580,13.42288,5.61374,1,1
-4.40448,2.54465,10.62540,4.54251,1,0
3.12714,0.84246,8.95557,5.46390,0,0
1.52692,0.51796,5.76390,6.65174,0,0
-2.14433,-0.72381,12.87910,3.90903,0,0
3.65333,-0.56983,10.14257,3.62352,0,1
3.95275,-0.92556,10.28715,7.93303,0,0
-2.49527,0.28919,12.21711,2.21408,1,0
-0.35138,0.85492,6.90436,1.31963,1,0
3.88187,3.51896,9.27268,1.69457,1,1
-0.29589,-2.41476,7.05156,-0.52836,0,0
-1.53844,4.73532,13.84170,1.73638,0,0
1.90801,-3.90124,11.66853,7.72798,0,1
-0.56508,0.96553,9.53831,3.52459,1,0
3.89984,-0.47359,10.34822,2.79797,0,0
1.73823,3.10536,6.13012,11.83806,1,0
-1.06799,2.68959,12.61034,6.97991,1,0
0.72430,1.07337,9.31475,2.89619,0,0
1.68768,-0.12230,12.43213,6.83610,1,1
2.36369,2.35892,9.41598,4.77527,1,0
5.57672,5.71160,10.69165,4.68388,0,1
-2.39291,-0.69431,10.90430,3.33344,0,0
